route,days,direction,stops,trips
126,f,ncarmetr,"[{'name': 'Stamp Student Union - Slip', 'stop_id': 'stamsuhh_d'}]","[[{'stop_id': 'stamsuhh_d', 'arrival_time': '06:35:00', 'arrival_time_secs': '23700000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '07:55:00', 'arrival_time_secs': '28500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '09:15:00', 'arrival_time_secs': '33300000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '10:35:00', 'arrival_time_secs': '38100000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '11:50:00', 'arrival_time_secs': '42600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '13:10:00', 'arrival_time_secs': '47400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '14:25:00', 'arrival_time_secs': '51900000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '15:40:00', 'arrival_time_secs': '56400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '17:05:00', 'arrival_time_secs': '61500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '18:30:00', 'arrival_time_secs': '66600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '20:00:00', 'arrival_time_secs': '72000000'}]]"
126,f,stamsu,"[{'name': 'New Carrollton Metro Station', 'stop_id': 'ncarmetr'}, {'name': 'Auburn Ave and Riverdale Rd', 'stop_id': 'auburive'}, {'name': 'Stamp Student Union - Slip (Arrival)', 'stop_id': 'stamsuhh_a'}]","[[{'stop_id': 'ncarmetr', 'arrival_time': '07:08:00', 'arrival_time_secs': '25680000'}, {'stop_id': 'auburive', 'arrival_time': '07:19:00', 'arrival_time_secs': '26340000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '07:45:00', 'arrival_time_secs': '27900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '08:33:00', 'arrival_time_secs': '30780000'}, {'stop_id': 'auburive', 'arrival_time': '08:45:00', 'arrival_time_secs': '31500000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '09:10:00', 'arrival_time_secs': '33000000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '09:53:00', 'arrival_time_secs': '35580000'}, {'stop_id': 'auburive', 'arrival_time': '10:05:00', 'arrival_time_secs': '36300000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '10:30:00', 'arrival_time_secs': '37800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '11:08:00', 'arrival_time_secs': '40080000'}, {'stop_id': 'auburive', 'arrival_time': '11:21:00', 'arrival_time_secs': '40860000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '11:45:00', 'arrival_time_secs': '42300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '12:23:00', 'arrival_time_secs': '44580000'}, {'stop_id': 'auburive', 'arrival_time': '12:36:00', 'arrival_time_secs': '45360000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '13:00:00', 'arrival_time_secs': '46800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '13:43:00', 'arrival_time_secs': '49380000'}, {'stop_id': 'auburive', 'arrival_time': '13:56:00', 'arrival_time_secs': '50160000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '14:20:00', 'arrival_time_secs': '51600000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '14:58:00', 'arrival_time_secs': '53880000'}, {'stop_id': 'auburive', 'arrival_time': '15:11:00', 'arrival_time_secs': '54660000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '15:35:00', 'arrival_time_secs': '56100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '16:14:00', 'arrival_time_secs': '58440000'}, {'stop_id': 'auburive', 'arrival_time': '16:28:00', 'arrival_time_secs': '59280000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '16:55:00', 'arrival_time_secs': '60900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '17:42:00', 'arrival_time_secs': '63720000'}, {'stop_id': 'auburive', 'arrival_time': '17:57:00', 'arrival_time_secs': '64620000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '18:25:00', 'arrival_time_secs': '66300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '19:05:00', 'arrival_time_secs': '68700000'}, {'stop_id': 'auburive', 'arrival_time': '19:20:00', 'arrival_time_secs': '69600000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '19:45:00', 'arrival_time_secs': '71100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '20:31:00', 'arrival_time_secs': '73860000'}, {'stop_id': 'auburive', 'arrival_time': '20:44:00', 'arrival_time_secs': '74640000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '21:05:00', 'arrival_time_secs': '75900000'}]]"
126,mtw,ncarmetr,"[{'name': 'Stamp Student Union - Slip', 'stop_id': 'stamsuhh_d'}]","[[{'stop_id': 'stamsuhh_d', 'arrival_time': '06:35:00', 'arrival_time_secs': '23700000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '07:55:00', 'arrival_time_secs': '28500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '09:15:00', 'arrival_time_secs': '33300000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '10:35:00', 'arrival_time_secs': '38100000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '11:50:00', 'arrival_time_secs': '42600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '13:10:00', 'arrival_time_secs': '47400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '14:25:00', 'arrival_time_secs': '51900000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '15:40:00', 'arrival_time_secs': '56400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '17:05:00', 'arrival_time_secs': '61500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '18:30:00', 'arrival_time_secs': '66600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '20:00:00', 'arrival_time_secs': '72000000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '21:10:00', 'arrival_time_secs': '76200000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '22:15:00', 'arrival_time_secs': '80100000'}]]"
126,mtw,stamsu,"[{'name': 'New Carrollton Metro Station', 'stop_id': 'ncarmetr'}, {'name': 'Auburn Ave and Riverdale Rd', 'stop_id': 'auburive'}, {'name': 'Stamp Student Union - Slip (Arrival)', 'stop_id': 'stamsuhh_a'}]","[[{'stop_id': 'ncarmetr', 'arrival_time': '07:08:00', 'arrival_time_secs': '25680000'}, {'stop_id': 'auburive', 'arrival_time': '07:19:00', 'arrival_time_secs': '26340000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '07:45:00', 'arrival_time_secs': '27900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '08:33:00', 'arrival_time_secs': '30780000'}, {'stop_id': 'auburive', 'arrival_time': '08:45:00', 'arrival_time_secs': '31500000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '09:10:00', 'arrival_time_secs': '33000000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '09:53:00', 'arrival_time_secs': '35580000'}, {'stop_id': 'auburive', 'arrival_time': '10:05:00', 'arrival_time_secs': '36300000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '10:30:00', 'arrival_time_secs': '37800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '11:08:00', 'arrival_time_secs': '40080000'}, {'stop_id': 'auburive', 'arrival_time': '11:21:00', 'arrival_time_secs': '40860000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '11:45:00', 'arrival_time_secs': '42300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '12:23:00', 'arrival_time_secs': '44580000'}, {'stop_id': 'auburive', 'arrival_time': '12:36:00', 'arrival_time_secs': '45360000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '13:00:00', 'arrival_time_secs': '46800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '13:43:00', 'arrival_time_secs': '49380000'}, {'stop_id': 'auburive', 'arrival_time': '13:56:00', 'arrival_time_secs': '50160000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '14:20:00', 'arrival_time_secs': '51600000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '14:58:00', 'arrival_time_secs': '53880000'}, {'stop_id': 'auburive', 'arrival_time': '15:11:00', 'arrival_time_secs': '54660000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '15:35:00', 'arrival_time_secs': '56100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '16:14:00', 'arrival_time_secs': '58440000'}, {'stop_id': 'auburive', 'arrival_time': '16:28:00', 'arrival_time_secs': '59280000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '16:55:00', 'arrival_time_secs': '60900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '17:42:00', 'arrival_time_secs': '63720000'}, {'stop_id': 'auburive', 'arrival_time': '17:57:00', 'arrival_time_secs': '64620000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '18:25:00', 'arrival_time_secs': '66300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '19:05:00', 'arrival_time_secs': '68700000'}, {'stop_id': 'auburive', 'arrival_time': '19:20:00', 'arrival_time_secs': '69600000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '19:45:00', 'arrival_time_secs': '71100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '20:31:00', 'arrival_time_secs': '73860000'}, {'stop_id': 'auburive', 'arrival_time': '20:44:00', 'arrival_time_secs': '74640000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '21:05:00', 'arrival_time_secs': '75900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '21:41:00', 'arrival_time_secs': '78060000'}, {'stop_id': 'auburive', 'arrival_time': '21:53:00', 'arrival_time_secs': '78780000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '22:10:00', 'arrival_time_secs': '79800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '22:46:00', 'arrival_time_secs': '81960000'}, {'stop_id': 'auburive', 'arrival_time': '22:58:00', 'arrival_time_secs': '82680000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '23:15:00', 'arrival_time_secs': '83700000'}]]"
126,th,ncarmetr,"[{'name': 'Stamp Student Union - Slip', 'stop_id': 'stamsuhh_d'}]","[[{'stop_id': 'stamsuhh_d', 'arrival_time': '06:35:00', 'arrival_time_secs': '23700000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '07:55:00', 'arrival_time_secs': '28500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '09:15:00', 'arrival_time_secs': '33300000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '10:35:00', 'arrival_time_secs': '38100000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '11:50:00', 'arrival_time_secs': '42600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '13:10:00', 'arrival_time_secs': '47400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '14:25:00', 'arrival_time_secs': '51900000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '15:40:00', 'arrival_time_secs': '56400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '17:05:00', 'arrival_time_secs': '61500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '18:30:00', 'arrival_time_secs': '66600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '20:00:00', 'arrival_time_secs': '72000000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '21:10:00', 'arrival_time_secs': '76200000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '22:15:00', 'arrival_time_secs': '80100000'}]]"
126,th,stamsu,"[{'name': 'New Carrollton Metro Station', 'stop_id': 'ncarmetr'}, {'name': 'Auburn Ave and Riverdale Rd', 'stop_id': 'auburive'}, {'name': 'Stamp Student Union - Slip (Arrival)', 'stop_id': 'stamsuhh_a'}]","[[{'stop_id': 'ncarmetr', 'arrival_time': '07:08:00', 'arrival_time_secs': '25680000'}, {'stop_id': 'auburive', 'arrival_time': '07:19:00', 'arrival_time_secs': '26340000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '07:45:00', 'arrival_time_secs': '27900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '08:33:00', 'arrival_time_secs': '30780000'}, {'stop_id': 'auburive', 'arrival_time': '08:45:00', 'arrival_time_secs': '31500000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '09:10:00', 'arrival_time_secs': '33000000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '09:53:00', 'arrival_time_secs': '35580000'}, {'stop_id': 'auburive', 'arrival_time': '10:05:00', 'arrival_time_secs': '36300000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '10:30:00', 'arrival_time_secs': '37800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '11:08:00', 'arrival_time_secs': '40080000'}, {'stop_id': 'auburive', 'arrival_time': '11:21:00', 'arrival_time_secs': '40860000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '11:45:00', 'arrival_time_secs': '42300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '12:23:00', 'arrival_time_secs': '44580000'}, {'stop_id': 'auburive', 'arrival_time': '12:36:00', 'arrival_time_secs': '45360000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '13:00:00', 'arrival_time_secs': '46800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '13:43:00', 'arrival_time_secs': '49380000'}, {'stop_id': 'auburive', 'arrival_time': '13:56:00', 'arrival_time_secs': '50160000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '14:20:00', 'arrival_time_secs': '51600000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '14:58:00', 'arrival_time_secs': '53880000'}, {'stop_id': 'auburive', 'arrival_time': '15:11:00', 'arrival_time_secs': '54660000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '15:35:00', 'arrival_time_secs': '56100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '16:14:00', 'arrival_time_secs': '58440000'}, {'stop_id': 'auburive', 'arrival_time': '16:28:00', 'arrival_time_secs': '59280000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '16:55:00', 'arrival_time_secs': '60900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '17:42:00', 'arrival_time_secs': '63720000'}, {'stop_id': 'auburive', 'arrival_time': '17:57:00', 'arrival_time_secs': '64620000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '18:25:00', 'arrival_time_secs': '66300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '19:05:00', 'arrival_time_secs': '68700000'}, {'stop_id': 'auburive', 'arrival_time': '19:20:00', 'arrival_time_secs': '69600000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '19:45:00', 'arrival_time_secs': '71100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '20:31:00', 'arrival_time_secs': '73860000'}, {'stop_id': 'auburive', 'arrival_time': '20:44:00', 'arrival_time_secs': '74640000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '21:05:00', 'arrival_time_secs': '75900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '21:41:00', 'arrival_time_secs': '78060000'}, {'stop_id': 'auburive', 'arrival_time': '21:53:00', 'arrival_time_secs': '78780000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '22:10:00', 'arrival_time_secs': '79800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '22:46:00', 'arrival_time_secs': '81960000'}, {'stop_id': 'auburive', 'arrival_time': '22:58:00', 'arrival_time_secs': '82680000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '23:15:00', 'arrival_time_secs': '83700000'}]]"
126,f,ncarmetr,"[{'name': 'Stamp Student Union - Slip', 'stop_id': 'stamsuhh_d'}]","[[{'stop_id': 'stamsuhh_d', 'arrival_time': '06:35:00', 'arrival_time_secs': '23700000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '07:55:00', 'arrival_time_secs': '28500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '09:15:00', 'arrival_time_secs': '33300000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '10:35:00', 'arrival_time_secs': '38100000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '11:50:00', 'arrival_time_secs': '42600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '13:10:00', 'arrival_time_secs': '47400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '14:25:00', 'arrival_time_secs': '51900000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '15:40:00', 'arrival_time_secs': '56400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '17:05:00', 'arrival_time_secs': '61500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '18:30:00', 'arrival_time_secs': '66600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '20:00:00', 'arrival_time_secs': '72000000'}]]"
126,f,stamsu,"[{'name': 'New Carrollton Metro Station', 'stop_id': 'ncarmetr'}, {'name': 'Auburn Ave and Riverdale Rd', 'stop_id': 'auburive'}, {'name': 'Stamp Student Union - Slip (Arrival)', 'stop_id': 'stamsuhh_a'}]","[[{'stop_id': 'ncarmetr', 'arrival_time': '07:08:00', 'arrival_time_secs': '25680000'}, {'stop_id': 'auburive', 'arrival_time': '07:19:00', 'arrival_time_secs': '26340000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '07:45:00', 'arrival_time_secs': '27900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '08:33:00', 'arrival_time_secs': '30780000'}, {'stop_id': 'auburive', 'arrival_time': '08:45:00', 'arrival_time_secs': '31500000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '09:10:00', 'arrival_time_secs': '33000000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '09:53:00', 'arrival_time_secs': '35580000'}, {'stop_id': 'auburive', 'arrival_time': '10:05:00', 'arrival_time_secs': '36300000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '10:30:00', 'arrival_time_secs': '37800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '11:08:00', 'arrival_time_secs': '40080000'}, {'stop_id': 'auburive', 'arrival_time': '11:21:00', 'arrival_time_secs': '40860000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '11:45:00', 'arrival_time_secs': '42300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '12:23:00', 'arrival_time_secs': '44580000'}, {'stop_id': 'auburive', 'arrival_time': '12:36:00', 'arrival_time_secs': '45360000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '13:00:00', 'arrival_time_secs': '46800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '13:43:00', 'arrival_time_secs': '49380000'}, {'stop_id': 'auburive', 'arrival_time': '13:56:00', 'arrival_time_secs': '50160000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '14:20:00', 'arrival_time_secs': '51600000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '14:58:00', 'arrival_time_secs': '53880000'}, {'stop_id': 'auburive', 'arrival_time': '15:11:00', 'arrival_time_secs': '54660000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '15:35:00', 'arrival_time_secs': '56100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '16:14:00', 'arrival_time_secs': '58440000'}, {'stop_id': 'auburive', 'arrival_time': '16:28:00', 'arrival_time_secs': '59280000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '16:55:00', 'arrival_time_secs': '60900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '17:42:00', 'arrival_time_secs': '63720000'}, {'stop_id': 'auburive', 'arrival_time': '17:57:00', 'arrival_time_secs': '64620000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '18:25:00', 'arrival_time_secs': '66300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '19:05:00', 'arrival_time_secs': '68700000'}, {'stop_id': 'auburive', 'arrival_time': '19:20:00', 'arrival_time_secs': '69600000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '19:45:00', 'arrival_time_secs': '71100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '20:31:00', 'arrival_time_secs': '73860000'}, {'stop_id': 'auburive', 'arrival_time': '20:44:00', 'arrival_time_secs': '74640000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '21:05:00', 'arrival_time_secs': '75900000'}]]"
126,mtw,ncarmetr,"[{'name': 'Stamp Student Union - Slip', 'stop_id': 'stamsuhh_d'}]","[[{'stop_id': 'stamsuhh_d', 'arrival_time': '06:35:00', 'arrival_time_secs': '23700000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '07:55:00', 'arrival_time_secs': '28500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '09:15:00', 'arrival_time_secs': '33300000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '10:35:00', 'arrival_time_secs': '38100000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '11:50:00', 'arrival_time_secs': '42600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '13:10:00', 'arrival_time_secs': '47400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '14:25:00', 'arrival_time_secs': '51900000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '15:40:00', 'arrival_time_secs': '56400000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '17:05:00', 'arrival_time_secs': '61500000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '18:30:00', 'arrival_time_secs': '66600000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '20:00:00', 'arrival_time_secs': '72000000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '21:10:00', 'arrival_time_secs': '76200000'}], [{'stop_id': 'stamsuhh_d', 'arrival_time': '22:15:00', 'arrival_time_secs': '80100000'}]]"
126,mtw,stamsu,"[{'name': 'New Carrollton Metro Station', 'stop_id': 'ncarmetr'}, {'name': 'Auburn Ave and Riverdale Rd', 'stop_id': 'auburive'}, {'name': 'Stamp Student Union - Slip (Arrival)', 'stop_id': 'stamsuhh_a'}]","[[{'stop_id': 'ncarmetr', 'arrival_time': '07:08:00', 'arrival_time_secs': '25680000'}, {'stop_id': 'auburive', 'arrival_time': '07:19:00', 'arrival_time_secs': '26340000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '07:45:00', 'arrival_time_secs': '27900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '08:33:00', 'arrival_time_secs': '30780000'}, {'stop_id': 'auburive', 'arrival_time': '08:45:00', 'arrival_time_secs': '31500000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '09:10:00', 'arrival_time_secs': '33000000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '09:53:00', 'arrival_time_secs': '35580000'}, {'stop_id': 'auburive', 'arrival_time': '10:05:00', 'arrival_time_secs': '36300000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '10:30:00', 'arrival_time_secs': '37800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '11:08:00', 'arrival_time_secs': '40080000'}, {'stop_id': 'auburive', 'arrival_time': '11:21:00', 'arrival_time_secs': '40860000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '11:45:00', 'arrival_time_secs': '42300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '12:23:00', 'arrival_time_secs': '44580000'}, {'stop_id': 'auburive', 'arrival_time': '12:36:00', 'arrival_time_secs': '45360000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '13:00:00', 'arrival_time_secs': '46800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '13:43:00', 'arrival_time_secs': '49380000'}, {'stop_id': 'auburive', 'arrival_time': '13:56:00', 'arrival_time_secs': '50160000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '14:20:00', 'arrival_time_secs': '51600000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '14:58:00', 'arrival_time_secs': '53880000'}, {'stop_id': 'auburive', 'arrival_time': '15:11:00', 'arrival_time_secs': '54660000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '15:35:00', 'arrival_time_secs': '56100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '16:14:00', 'arrival_time_secs': '58440000'}, {'stop_id': 'auburive', 'arrival_time': '16:28:00', 'arrival_time_secs': '59280000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '16:55:00', 'arrival_time_secs': '60900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '17:42:00', 'arrival_time_secs': '63720000'}, {'stop_id': 'auburive', 'arrival_time': '17:57:00', 'arrival_time_secs': '64620000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '18:25:00', 'arrival_time_secs': '66300000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '19:05:00', 'arrival_time_secs': '68700000'}, {'stop_id': 'auburive', 'arrival_time': '19:20:00', 'arrival_time_secs': '69600000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '19:45:00', 'arrival_time_secs': '71100000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '20:31:00', 'arrival_time_secs': '73860000'}, {'stop_id': 'auburive', 'arrival_time': '20:44:00', 'arrival_time_secs': '74640000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '21:05:00', 'arrival_time_secs': '75900000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '21:41:00', 'arrival_time_secs': '78060000'}, {'stop_id': 'auburive', 'arrival_time': '21:53:00', 'arrival_time_secs': '78780000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '22:10:00', 'arrival_time_secs': '79800000'}], [{'stop_id': 'ncarmetr', 'arrival_time': '22:46:00', 'arrival_time_secs': '81960000'}, {'stop_id': 'auburive', 'arrival_time': '22:58:00', 'arrival_time_secs': '82680000'}, {'stop_id': 'stamsuhh_a', 'arrival_time': '23:15:00', 'arrival_time_secs': '83700000'}]]"
